inter_id,user_id,book_id,借阅时间,还书时间,续借时间,续借次数,题名,作者,出版社,二级分类,性别,年级,类型,借阅月份,是否学期内,交互权重,DEPT,dept_book_preference,dept_cat1_preference
60012,366,33334,2023-10-21 14:28:37,2023-11-20 14:28:37,2023-11-05 14:28:37,1,作为探究的艺术:迈向艺术、科学与技术的新合作:toward new collaborations between art science and tec...,(荷) 马尔哈·毕吉特著,中国美术学院出版社,艺术理论,M,20,本科,10,1,1.2,艺术学院,0.9999999900000002,0.3820243181065034
43502,1128,24588,2024-05-03 21:16:59,2024-06-02 21:16:59,,0,房思琪的初恋乐园,林奕含著,贵州人民出版社,当代作品（1949年~）,M,23,硕士,5,1,1.0,机械工程学院,0.11764705878892734,0.2824858757054167
28279,881,17209,2021-12-18 20:20:20,2022-01-17 20:20:20,,0,传统的发明,"(英) E. 霍布斯鲍姆, T. 兰杰编",译林出版社,世界,M,19,硕士,12,1,1.0,艺术学院,0.9999999900000002,0.03844889911265454
7404,960,34624,2021-12-03 16:08:10,2022-01-02 16:08:10,,0,风景与西方艺术,(英) 马尔科姆·安德鲁斯著,上海人民出版社,一般技法,M,20,硕士,12,1,1.0,艺术学院,0.999999995,0.3820243181065034
87037,589,48910,2024-07-16 14:24:45,2024-08-15 14:24:45,2024-08-05 14:24:45,2,电机学,"主编戈宝军, 梁艳萍, 陶大军",高等教育出版社,电机,M,22,本科,7,1,1.4,数学学院,0.9999999900000002,0.10911045417869092
6503,1302,3583,2020-06-11 16:27:14,2020-07-11 16:27:14,,0,伦理与存在:道德哲学研究,杨国荣著,华东师范大学出版社,伦理学(道德哲学),M,19,博士,6,1,1.0,人文学院,0.9999999966666667,0.2005089843447208
97802,227,54974,2021-04-14 21:00:31,2021-05-14 21:00:31,2021-05-04 21:00:31,2,微机原理与接口技术（含汇编）习题解析及实验案例分析,"张春芳, 周红霞, 邢秀娥编著",清华大学出版社,微型计算机,F,19,本科,4,1,1.4,自动化学院,0.9999999900000002,0.3776223776206172
64490,1308,36169,2020-01-07 12:09:53,2020-02-06 12:09:53,2020-01-22 12:09:53,1,时间的形状:造物史研究简论:remarks on the history of things,(美) 乔治·库布勒著,商务印书馆,工艺美术史,F,19,博士,1,1,1.2,艺术学院,0.999999995,0.3820243181065034
96708,77,54333,2020-08-25 17:20:01,2020-09-24 17:20:01,,0,PHP从零基础到项目实战:微客视频版,未来科技编著,中国水利水电出版社,程序语言、算法语言,M,18,本科,8,0,1.0,计算机科学与工程学院,0.9999999900000002,0.24098671726602794
32244,328,20124,2024-01-03 21:40:35,2024-02-02 21:40:35,2024-01-23 21:40:35,2,跨文化视域下的英汉翻译策略探究,王珺著,吉林大学出版社,写作、修辞,F,20,本科,1,1,1.4,外国语学院,0.9999999900000002,0.14417744916754077
23715,428,14037,2023-06-20 17:01:48,2023-07-20 17:01:48,,0,变量:本土时代的生存策略,何帆著,大象出版社,中国经济,M,20,本科,6,1,1.0,外国语学院,0.9999999900000002,0.026802218114478735
32967,425,20678,2022-03-03 20:27:19,2022-04-02 20:27:19,,0,墨墨背单词:六级英语词汇深度记忆宝典,墨墨背单词内容平台组编著,北京理工大学出版社,语文教学,F,20,本科,3,1,1.0,经济管理学院,0.9999999900000002,0.021705426356555497
2866,109,1689,2021-05-13 18:26:52,2021-06-12 18:26:52,2021-05-28 18:26:52,1,从陆象山到刘蕺山,"牟宗三,",吉林出版集团有限责任公司,宋、元哲学(960-1368年),M,18,本科,5,1,1.2,人文学院,0.999999995,0.2005089843447208
96153,806,53990,2020-10-11 17:26:12,2020-11-10 17:26:12,2020-10-31 17:26:12,2,C++程序设计教程,"朱红, 赵琦, 王庆宝编著",清华大学出版社,程序语言、算法语言,F,19,硕士,10,1,1.4,机械工程学院,0.999999995,0.3115819209030746
11019,332,6282,2021-10-11 21:04:07,2021-11-10 21:04:07,,0,社会心理学:阿伦森眼中的社会性动物,"(美) 埃略特·阿伦森, 提摩太 D. 威尔逊, 罗宾 M. 埃克特著",机械工业出版社,社会结构和社会关系,M,20,本科,10,1,1.0,电子科学与工程学院,0.4999999975,0.027246992215048668
52984,1097,30557,2023-03-29 13:23:14,2023-04-28 13:23:14,2023-04-18 13:23:14,2,光明共和国,(西) 安德烈斯·巴尔瓦著,广西师范大学出版社, 非洲文学,F,22,硕士,3,1,1.4,外国语学院,0.49999999875,0.4662661737501559
3771,940,2029,2021-03-05 16:51:21,2021-04-04 16:51:21,2021-03-20 16:51:21,1,形而上学,(古希腊) 亚里士多德著,人民出版社,古代哲学(欧洲),F,20,硕士,3,1,1.2,人文学院,0.7499999981250001,0.2005089843447208
33449,927,20973,2022-02-17 21:22:52,2022-03-19 21:22:52,2022-03-09 21:22:52,2,快速突破TCF语法800题.第2版,周力编著,东华大学出版社,法语,F,20,硕士,2,1,1.4,外国语学院,0.9999999900000002,0.14417744916754077
6327,889,3394,2022-03-12 15:57:21,2022-04-11 15:57:21,2022-04-01 15:57:21,2,公正:该如何做是好?:what's the right thing to do?,(美) 迈克尔·桑德尔著,中信出版社,伦理学(道德哲学),M,20,硕士,3,1,1.4,机械工程学院,0.4999999975,0.04350282485863417
33109,483,20774,2023-03-11 11:01:58,2023-04-10 11:01:58,2023-03-26 11:01:58,1,巴黎圣母院:插图珍藏版,(法) 维克多·雨果著,江苏凤凰文艺出版社,语文教学,M,21,本科,3,1,1.2,人文学院,0.9999999900000002,0.03909925194722056
33068,328,20396,2022-10-19 19:59:37,2022-11-18 19:59:37,2022-11-03 19:59:37,1,Vanity Fair,W. M. Thackeray,世界图书出版公司,语文教学,F,20,本科,10,1,1.2,外国语学院,0.49999999875,0.14417744916754077
15189,1344,8727,2022-08-20 10:07:55,2022-09-19 10:07:55,,0,政府信息公开主要问题研究,杨伟东著,法律出版社,国家机关工作与人事管理,M,21,博士,8,0,1.0,法学院,0.9999999975,0.5291728212693332
33753,958,30410,2021-03-25 17:56:57,2021-04-24 17:56:57,2021-04-14 17:56:57,2,荷马史诗中的生与死,(英) 加斯帕·格里芬著,北京大学出版社, 南欧（东南欧、西南欧）,F,20,硕士,3,1,1.4,艺术学院,0.999999995,0.1912586263552559
86421,1276,13861,2023-04-01 15:44:36,2023-05-01 15:44:36,2023-04-21 15:44:36,2,国富论,(英)亚当·斯密著,立信会计出版社,世界,M,18,博士,4,1,1.4,能源与环境学院,0.07407407406035665,0.026315789473622925
84327,158,47236,2021-04-12 19:15:26,2021-05-12 19:15:26,,0,工程流体力学双语教程,主编杨含离,国防工业出版社,工程流体力学,F,19,本科,4,1,1.0,机械工程学院,0.4999999975,0.3115819209030746
69832,472,52513,2024-06-12 13:54:13,2024-07-12 13:54:13,,0,计算机算法设计与分析习题解答.第2版,王晓东编著,电子工业出版社,理论、方法,M,21,本科,6,1,1.0,自动化学院,0.4999999975,0.3776223776206172
94912,719,53067,2024-09-18 12:05:22,2024-10-18 12:05:22,2024-10-08 12:05:22,2,数据结构算法解析,殷人昆编著,清华大学出版社,程序设计、软件工程,M,23,本科,9,1,1.4,数学学院,0.9999999900000002,0.10911045417869092
77039,416,43242,2021-08-04 18:06:24,2021-09-03 18:06:24,,0,概率论与数理统计学习辅导与习题选解,"盛骤, 谢式千, 潘承毅编",高等教育出版社,概率论、数理统计,M,20,本科,8,0,1.0,机械工程学院,0.4999999975,0.15451977401086295
45731,398,6148,2024-01-07 11:39:21,2024-02-06 11:39:21,,0,乌合之众,(法) 古斯塔夫·勒庞著,吉林出版集团股份有限公司,社会结构和社会关系,M,20,本科,1,1,1.0,信息科学与工程学院,0.0650406504012162,0.02241219963026245
100616,1389,24355,2023-06-13 14:24:53,2023-07-13 14:24:53,2023-07-03 14:24:53,2,一句顶一万句,刘震云著,长江文艺出版社,当代作品（1949年~）,F,23,博士,6,1,1.4,机械工程学院,0.07575757574609734,0.2824858757054167
99429,54,56064,2022-02-13 15:49:19,2022-03-15 15:49:19,,0,LATEX范例学习与试卷论文排版,万述波编著,电子工业出版社,印刷工业,M,18,本科,2,1,1.0,机械工程学院,0.4999999975,0.3115819209030746
29662,1061,14456,2024-06-24 18:31:36,2024-07-24 18:31:36,2024-07-09 18:31:36,1,项目管理,骆珣主编,北京理工大学出版社,经济数学方法,M,22,硕士,6,1,1.2,土木工程学院,0.4999999975,0.04099244875935061
31978,365,19927,2024-05-29 17:53:56,2024-06-28 17:53:56,,0,把脉雅思语法,"刘建珠, 吴文梅, 夏迎庆编著",武汉大学出版社,语法,F,20,本科,5,1,1.0,人文学院,0.9999999900000002,0.03909925194722056
27028,52,16412,2021-11-27 21:45:29,2021-12-27 21:45:29,,0,金融大数据思维与典型应用,褚燕编著,中国财政经济出版社,金融、银行理论,F,18,本科,11,1,1.0,经济管理学院,0.9999999900000002,0.23550387596862712
17411,938,10158,2020-12-01 21:13:06,2020-12-31 21:13:06,,0,合宪性审查,胡锦光著,江苏人民出版社,国家法、宪法,M,20,硕士,12,1,1.0,法学院,0.9999999900000002,0.5291728212693332
95799,384,50365,2022-03-23 11:23:11,2022-04-22 11:23:11,2022-04-12 11:23:11,2,信号与系统,"(加) Simon Haykin, (美) Barry Van Veen著",电子工业出版社,通信理论,M,20,本科,3,1,1.4,自动化学院,0.2222222219753086,0.3776223776206172
37718,365,31722,2024-04-09 09:21:09,2024-05-09 09:21:09,,0,让我独自一人:爱的剖析,(法) 玛塞勒·索瓦若著,广西师范大学出版社, 法国,F,20,本科,4,1,1.0,人文学院,0.3333333322222222,0.39006709339061457
9307,108,5304,2020-08-28 08:58:32,2020-09-27 08:58:32,,0,宗教生活的基本形式,(法) 爱弥尔·涂尔干著,商务印书馆,宗教理论、宗教思想,M,18,本科,8,0,1.0,人文学院,0.9999999983333333,0.2005089843447208
85151,95,47764,2021-03-25 16:32:37,2021-04-24 16:32:37,,0,产品交互设计基础,蒋晓编著,清华大学出版社,产品设计,F,18,本科,3,1,1.0,艺术学院,0.4999999975,0.08297732500807924
35722,311,24048,2023-06-17 19:40:16,2023-07-17 19:40:16,,0,金圣叹批评本水浒传,(明) 施耐庵著,凤凰出版社,古代至近代作品（~1919年）,M,20,本科,6,1,1.0,人文学院,0.7499999981250001,0.39006709339061457
70439,1255,29808,2024-11-27 21:32:43,2024-12-27 21:32:43,2024-12-12 21:32:43,1,大师和玛格丽特,(苏联) 布尔加科夫著,人民文学出版社, 东欧、中欧,F,24,硕士,11,1,1.2,人文学院,0.37499999953124996,0.39006709339061457
10439,339,5950,2023-02-17 18:18:46,2023-03-19 18:18:46,,0,西方社会学理论教程.第4版,主编侯钧生,南开大学出版社,社会学,F,20,本科,2,1,1.0,人文学院,0.7857142851530612,0.06693915323508372
32317,1246,20171,2024-11-21 09:17:08,2024-12-21 09:17:08,,0,功能翻译理论下的英语翻译研究,王珍珠著,吉林人民出版社,写作、修辞,M,24,硕士,11,1,1.0,外国语学院,0.9999999900000002,0.14417744916754077
1090,284,37173,2023-10-29 08:30:48,2023-11-28 08:30:48,,0,"法国史学革命:年鉴学派，1929-2014:the annales school, 1929-2014",(英) 彼得·伯克著,北京大学出版社,中国,F,20,本科,10,1,1.0,人文学院,0.9999999966666667,0.05753065473890836
20823,1156,23190,2024-12-22 18:51:55,2025-01-21 18:51:55,,0,与鲁迅相遇:北大演讲录之二.第2版,钱理群著,生活·读书·新知三联书店,鲁迅著作及研究,M,23,硕士,12,1,1.0,信息科学与工程学院,0.3333333322222222,0.35027726432451417
20968,7,12347,2021-05-13 21:13:30,2021-06-12 21:13:30,2021-06-02 21:13:30,2,民事诉讼法.第10版,齐树洁主编,厦门大学出版社,诉讼法,F,18,本科,5,1,1.4,法学院,0.9999999900000002,0.5291728212693332
79711,36,44505,2020-12-21 18:57:20,2021-01-20 18:57:20,,0,弹性力学习题及解答,"徐秉业, 王建学编著",清华大学出版社,弹性力学,M,18,本科,12,1,1.0,土木工程学院,0.999999995,0.14563106796085085
39406,184,24535,2021-03-25 21:56:19,2021-04-24 21:56:19,2021-04-14 21:56:19,2,侠客行,金庸 [著],广州出版社,当代作品（1949年~）,F,19,本科,3,1,1.4,经济管理学院,0.249999999375,0.3134883720925372
66622,860,37636,2021-06-17 18:09:34,2021-07-17 18:09:34,2021-07-02 18:09:34,1,陈舜臣说十八史略:中国历史极简本,(日) 陈舜臣著,陕西师范大学出版总社,史料,F,19,硕士,6,1,1.2,法学院,0.9999999900000002,0.029911373707478008
57703,191,32495,2021-10-17 15:23:35,2021-11-16 15:23:35,2021-11-06 15:23:35,2,虎牙,汤姆·克兰西,上海译文出版社, 北美洲,M,19,本科,10,1,1.4,电子科学与工程学院,0.9999999900000002,0.2990092002820276
40527,311,25232,2023-06-22 18:26:51,2023-07-22 18:26:51,,0,2021中国短篇小说精选,黄平主编,辽宁人民出版社,当代作品（1949年~）,M,20,本科,6,1,1.0,人文学院,0.9999999900000002,0.39006709339061457
25493,1330,54401,2023-03-04 21:38:56,2023-04-03 21:38:56,2023-03-19 21:38:56,1,Verilog高级数字系统设计技术与实例分析,(美) Kishore Mishra著,电子工业出版社,程序语言、算法语言,F,20,博士,3,1,1.2,经济管理学院,0.3333333322222222,0.09751937984481004
71169,1272,40664,2023-06-30 17:24:57,2023-07-30 17:24:57,,0,徐霞客游记,(明) 徐弘祖著,上海古籍出版社,专类地理,M,18,博士,6,1,1.0,土木工程学院,0.9999999900000002,0.049838187702157845
101569,403,57590,2023-04-02 16:57:49,2023-05-02 16:57:49,2023-04-22 16:57:49,2,给排水科学与工程专业本科生优秀毕业设计 (论文) 汇编,本书编审委员会组织编写,中国建筑工业出版社,给水工程（上水道工程）,M,20,本科,4,1,1.4,土木工程学院,0.9999999900000002,0.24768069039860263
8941,424,5077,2022-05-07 15:52:53,2022-06-06 15:52:53,,0,赢家法则,(德) 博多·舍费尔著,现代出版社,个性心理学、人格心理学,F,20,本科,5,1,1.0,能源与环境学院,0.9999999900000002,0.06101537028397528
50104,873,29522,2021-09-23 11:08:44,2021-10-23 11:08:44,,0,献给妻子的犯罪,土屋隆夫,吉林出版集团有限责任公司, 日本,M,19,硕士,9,1,1.0,人文学院,0.9999999900000002,0.39006709339061457
37820,874,23799,2021-07-28 19:44:32,2021-08-27 19:44:32,,0,敲打乐,余光中著,上海三联书店,当代作品（1949年~）,F,19,硕士,7,1,1.0,人文学院,0.9999999900000002,0.39006709339061457
5533,916,2952,2022-09-02 15:45:34,2022-10-02 15:45:34,2022-09-17 15:45:34,1,罗兰·巴尔特自述,(法) 罗兰·巴尔特著,中国人民大学出版社,法国哲学,M,20,硕士,9,1,1.2,经济管理学院,0.9999999900000002,0.05674418604642365
89445,1334,50252,2023-03-15 15:27:32,2023-04-14 15:27:32,,0,有源相控阵天线机电热耦合分析、设计与补偿,王从思著,科学出版社,一般性问题,M,21,博士,3,1,1.0,机械工程学院,0.9999999966666667,0.3115819209030746
74684,207,27785,2021-07-18 20:07:32,2021-08-17 20:07:32,,0,"因为你, 我才喜欢这世界",米娅著,江苏凤凰文艺出版社,当代作品（1949年~）,M,19,本科,7,1,1.0,物理学院,0.9999999900000002,0.2177201512684078
85440,424,47953,2022-09-06 16:46:05,2022-10-06 16:46:05,,0,电厂金属材料.第2版,宋琳生主编,中国电力出版社,金属材料,F,20,本科,9,1,1.0,能源与环境学院,0.9999999900000002,0.19771774569120235
23563,21,13945,2021-12-08 12:27:40,2022-01-07 12:27:40,,0,全球化与国家竞争:新兴七国比较研究,温铁军等著,东方出版社,世界经济、国际经济关系,M,18,本科,12,1,1.0,土木工程学院,0.4999999975,0.04099244875935061
41646,414,25292,2021-04-01 17:56:04,2021-05-01 17:56:04,2021-04-16 17:56:04,1,许茂和他的女儿们,周克芹,人民文学出版社,当代作品（1949年~）,M,20,本科,4,1,1.2,人文学院,0.4999999975,0.39006709339061457
79185,160,44241,2021-07-12 09:40:19,2021-08-11 09:40:19,,0,Origin 9.1科技绘图及数据分析,主编叶卫平,机械工业出版社,数值软件,M,19,本科,7,1,1.0,物理学院,0.3333333322222222,0.4408427876799523
39401,184,28544,2022-09-27 16:29:02,2022-10-27 16:29:02,2022-10-12 16:29:02,1,雪国,(日) 川端康成著,青岛出版社, 日本,F,19,本科,9,1,1.2,经济管理学院,0.08450704224161873,0.3134883720925372
34735,1313,21766,2023-02-26 12:21:24,2023-03-28 12:21:24,2023-03-13 12:21:24,1,文学课,(阿根廷) 胡里奥·科塔萨尔著,南海出版公司,作品评论和研究,M,20,博士,2,1,1.2,信息科学与工程学院,0.9999999900000002,0.35027726432451417
12820,958,7272,2020-11-29 18:38:02,2020-12-29 18:38:02,2020-12-14 18:38:02,1,卓越领导力,王玉堂著,中共中央党校出版社,领导学,F,20,硕士,11,1,1.2,艺术学院,0.9999999900000002,0.02924745317116456
77732,541,42208,2024-06-05 15:15:04,2024-07-05 15:15:04,,0,图论导引,(美) 道格拉斯·B. 韦斯特著,机械工业出版社,组合数学（组合学）,M,21,本科,6,1,1.0,数学学院,0.9999999900000002,0.4724536414929523
93769,1352,30344,2022-09-20 12:17:18,2022-10-20 12:17:18,,0,苏菲的世界,(挪) 乔斯坦·贾德著,作家出版社, 北欧,M,22,博士,9,1,1.0,机械工程学院,0.07865168538442116,0.2824858757054167
4484,1231,2517,2024-08-23 16:30:08,2024-09-22 16:30:08,2024-09-07 16:30:08,1,美学新论:当代艺术实践背景下阿多诺论艺术与技术的辩证法,孙晓艳著,清华大学出版社,德国哲学,F,23,硕士,8,0,1.2,艺术学院,0.999999995,0.09579362471229741
99831,180,56366,2020-10-24 16:07:23,2020-11-23 16:07:23,,0,外国建筑史导读,邱枫主编,浙江大学出版社,工业技术,M,19,本科,10,1,1.0,数学学院,0.9999999900000002,0.10911045417869092
28404,800,17305,2021-05-13 17:32:40,2021-06-12 17:32:40,,0,中国文化的印度影响力调查,"游国龙, 尚会鹏, 关世杰著",社会科学文献出版社,对外文化交流,F,18,硕士,5,1,1.0,艺术学院,0.9999999900000002,0.03844889911265454
83350,1107,46505,2023-05-17 12:33:06,2023-06-16 12:33:06,2023-06-06 12:33:06,2,分子生物学学习指南与习题解析,主编杨荣武,高等教育出版社,分子生物学,F,22,硕士,5,1,1.4,法学院,0.9999999900000002,0.0022156573116650377
25817,1332,15456,2020-09-28 21:39:00,2020-10-28 21:39:00,,0,新时代城市协同治理法治化研究,马雁著,人民出版社,世界各国城市市政经济概况,F,20,博士,9,1,1.0,法学院,0.9999999900000002,0.041728212703024875
30494,261,18847,2022-11-10 18:17:02,2022-12-10 18:17:02,,0,如何把话说清楚,(日) 斋藤孝著,天津人民出版社,语言学,F,19,本科,11,1,1.0,法学院,0.9999999900000002,0.01569423929096068
86168,1340,48454,2022-04-08 18:03:29,2022-05-08 18:03:29,,0,工程热力学精要解析,何雅玲,西安交通大学出版社,工程热力学,M,21,博士,4,1,1.0,土木工程学院,0.3333333322222222,0.24768069039860263
2964,1302,38817,2022-10-10 14:25:50,2022-11-09 14:25:50,2022-10-25 14:25:50,1,人类群星闪耀时,(奥) 斯蒂芬·茨威格著,北京理工大学出版社,世界人物传记,M,19,博士,10,1,1.2,人文学院,0.1428571428425656,0.05753065473890836
83202,1092,46403,2024-12-08 14:26:07,2025-01-07 14:26:07,,0,海岸动力学,"郑金海, 陈伟, 张弛",人民交通出版社股份有限公司,海洋水文学,M,22,硕士,12,1,1.0,电气工程学院,0.4999999975,0.0035899481451791386
63661,504,5928,2024-06-05 16:53:15,2024-07-05 16:53:15,,0,中国社会思想史,主编王处辉,中国人民大学出版社,社会学,F,21,本科,6,1,1.0,人文学院,0.9999999988888888,0.06693915323508372
63545,96,30048,2022-07-12 17:05:28,2022-08-11 17:05:28,,0,荒原狼,(德) 赫尔曼·黑塞著,上海译文出版社, 东欧、中欧,F,18,本科,7,1,1.0,能源与环境学院,0.08661417322152645,0.4103400093143681
347,398,24365,2021-12-26 21:52:56,2022-01-25 21:52:56,,0,活着,余华著,北京十月文艺出版社,当代作品（1949年~）,M,20,本科,12,1,1.0,信息科学与工程学院,0.0909090908815427,0.35027726432451417
45157,37,27114,2021-04-14 16:18:46,2021-05-14 16:18:46,,0,我用一整个青春去爱你:每个人心中都有一首粤语歌,淘漉音乐主编,北京联合出版公司,当代作品（1949年~）,M,18,本科,4,1,1.0,数学学院,0.9999999900000002,0.22332706261697574
29297,875,31627,2021-12-22 17:28:58,2022-01-21 17:28:58,,0,基督山伯爵,(法) 大仲马著,群言出版社, 法国,F,19,硕士,12,1,1.0,人文学院,0.21428571413265304,0.39006709339061457
102704,1085,58401,2024-03-14 09:00:43,2024-04-13 09:00:43,,0,安全科学原理,吴超编著,机械工业出版社,劳动保护科学(安全科学),M,22,硕士,3,1,1.0,经济管理学院,0.9999999900000002,0.004186046511621417
59008,1203,32417,2024-05-21 13:36:55,2024-06-20 13:36:55,,0,杀死一只知更鸟.第2版,(美国) 哈珀·李著,译林出版社, 北美洲,M,23,硕士,5,1,1.0,法学院,0.14285714265306124,0.19608567208235583
55406,819,30938,2021-01-15 18:05:49,2021-02-14 18:05:49,,0,"最初的爱情, 最后的仪式",(英) 伊恩·麦克尤恩著,上海译文出版社, 英国,M,19,硕士,1,1,1.0,信息科学与工程学院,0.16666666638888888,0.35027726432451417
37664,1299,6135,2022-01-20 16:37:17,2022-02-19 16:37:17,2022-02-04 16:37:17,1,乡土中国,费孝通著,上海人民出版社,社会结构和社会关系,M,19,博士,1,1,1.2,法学院,0.08421052630692522,0.026957163958591292
82607,1106,44597,2023-04-27 18:18:36,2023-05-27 18:18:36,2023-05-12 18:18:36,1,弹性转子动力学,"袁惠群,  海江编著",科学出版社,变形固体动力学,M,22,硕士,4,1,1.2,化学化工学院,0.9999999900000002,0.1847419596096878
29556,1299,18118,2021-12-25 11:51:58,2022-01-24 11:51:58,,0,人工智能时代的教育革命,王作冰著,北京联合出版社,教育改革与发展,M,19,博士,12,1,1.0,法学院,0.9999999900000002,0.026772525849285873
25430,25,33533,2020-12-07 22:00:10,2021-01-06 22:00:10,,0,Gilbert's living with art / 6th ed.,"Gilbert, Rita,","McGraw-Hill,",艺术评论、欣赏,F,18,本科,12,1,1.0,经济管理学院,0.6666666644444444,0.01968992248058963
94445,250,53065,2021-03-30 18:17:49,2021-04-29 18:17:49,2021-04-19 18:17:49,2,Python数据分析基础,(美) Clinton W. Brownley著,人民邮电出版社,程序设计、软件工程,F,19,本科,3,1,1.4,物理学院,0.9999999900000002,0.15613182063664977
27924,462,16984,2022-02-17 11:09:32,2022-03-19 11:09:32,,0,中国金融四十人看四十年,"陈元, 黄益平主编",中信出版社,中国金融、银行,M,21,本科,2,1,1.0,经济管理学院,0.9999999900000002,0.23550387596862712
72163,116,41307,2020-12-27 21:24:11,2021-01-26 21:24:11,,0,直观几何,"D. 希尔伯特, S. 康福森著",高等教育出版社,初等几何,M,18,本科,12,1,1.0,数学学院,0.999999995,0.4724536414929523
26471,856,38062,2021-03-05 14:34:14,2021-04-04 14:34:14,2021-03-20 14:34:14,1,明朝那些事儿,当年明月著,浙江人民出版社,南宋（1127~1279年）,F,19,硕士,3,1,1.2,法学院,0.03636363636033058,0.029911373707478008
19599,939,11508,2021-02-15 08:30:35,2021-03-17 08:30:35,,0,行政执法与行政审判,中华人民共和国最高人民法院行政审判庭编,法律出版社,行政法,M,20,硕士,2,1,1.0,法学院,0.9999999900000002,0.5291728212693332
6654,311,3726,2023-09-12 15:12:08,2023-10-12 15:12:08,,0,纳瓦尔宝典:财富与幸福指南,(美) 埃里克·乔根森著,中信出版集团,人生观、人生哲学,M,20,本科,9,1,1.0,人文学院,0.1999999996,0.2005089843447208
63516,86,31606,2020-12-18 16:11:19,2021-01-17 16:11:19,2021-01-02 16:11:19,1,西西弗神话:散论荒诞,(法) 加缪著,上海译文出版社, 法国,M,18,本科,12,1,1.2,人文学院,0.16666666664682542,0.39006709339061457
33801,705,21206,2024-11-27 21:23:26,2024-12-27 21:23:26,2024-12-12 21:23:26,1,初级日语语法精解,(日) 主编松冈弘,外语教学与研究出版社,日语,M,23,本科,11,1,1.2,自动化学院,0.49999999875,0.03356643356627708
95190,1170,28564,2024-06-18 16:20:03,2024-07-18 16:20:03,2024-07-03 16:20:03,1,罗生门,(日) 芥川龙之介著,台海出版社, 日本,M,23,硕士,6,1,1.2,电子科学与工程学院,0.0714285714212828,0.2990092002820276
66012,32,31602,2020-10-28 12:54:56,2020-11-27 12:54:56,,0,约翰·克利斯朵夫,(法) 罗曼·罗兰著,湖南文艺出版社, 法国,F,18,本科,10,1,1.0,人文学院,0.13793103445897742,0.39006709339061457
40801,371,24649,2021-07-20 16:42:06,2021-08-19 16:42:06,,0,献给阿尔吉侬的花束,(美) 丹尼尔·凯斯著,广西师范大学出版社,当代作品（1949年~）,M,20,本科,7,1,1.0,自动化学院,0.046153846146745565,0.2270396270385686
12384,339,6962,2022-06-18 16:19:40,2022-07-18 16:19:40,,0,社会工作概论,王思斌主编,高等教育出版社,社会工作、社会管理、社会规划,F,20,本科,6,1,1.0,人文学院,0.9999999980000001,0.06693915323508372
10947,169,6248,2022-03-23 15:51:16,2022-04-22 15:51:16,,0,自我领导力,"(美) 肯·布兰佳, 苏珊·福勒, 劳伦斯·霍金斯著",南海出版公司,社会结构和社会关系,F,19,本科,3,1,1.0,电气工程学院,0.4999999975,0.018747506980379948
86415,402,48586,2021-04-03 18:45:03,2021-05-03 18:45:03,2021-04-23 18:45:03,2,"内燃机原理.上,工作原理、数值模拟与测量技术","(德) 京特·P. 默克, (德) 吕迪格·泰希曼主编",机械工业出版社,理论,M,20,本科,4,1,1.4,能源与环境学院,0.9999999900000002,0.19771774569120235
69560,998,39538,2022-10-31 18:20:06,2022-11-30 18:20:06,2022-11-20 18:20:06,2,习近平在福建,中央党校采访实录编辑室著,中共中央党校出版社,社会政治人物,M,21,硕士,10,1,1.4,电气工程学院,0.4999999975,0.0510570402869922
65099,1286,36646,2022-09-27 08:21:26,2022-10-27 08:21:26,,0,戏曲展演、权力景观与文化事象,丁淑梅著,复旦大学出版社,戏剧艺术史,F,19,博士,9,1,1.0,艺术学院,0.999999995,0.3820243181065034
68810,311,826,2022-11-22 19:58:21,2022-12-22 19:58:21,,0,中国古代思想史论,李泽厚著,生活·读书·新知三联书店,辩证唯物主义,M,20,本科,11,1,1.0,人文学院,0.8333333319444445,0.2005089843447208
98628,103,55515,2020-10-14 21:55:53,2020-11-13 21:55:53,,0,网络模型与多目标遗传算法,"(日) 玄光男, 林林著",清华大学出版社,计算机网络,M,18,本科,10,1,1.0,经济管理学院,0.999999995,0.09751937984481004
14106,1300,8039,2022-09-20 16:33:47,2022-10-20 16:33:47,,0,政府论,(英)洛克著,商务印书馆, 欧洲,F,19,博士,9,1,1.0,法学院,0.49999999937499995,0.5291728212693332
101903,1432,57814,2024-04-29 18:20:31,2024-05-29 18:20:31,2024-05-19 18:20:31,2,正交异性钢桥面板抗疲劳关键技术和工程应用,范传斌 ... [等] 著,人民交通出版社股份有限公司,各种桥梁,F,24,博士,4,1,1.4,土木工程学院,0.9999999900000002,0.026752966558734083
92870,99,45002,2021-05-21 16:35:34,2021-06-20 16:35:34,2021-06-05 16:35:34,1,数学物理方法.修订版,吴崇试,高等教育出版社,物理学的数学方法,M,18,本科,5,1,1.2,电子科学与工程学院,0.7499999981250001,0.15534324132995278
81901,181,45587,2022-03-04 15:57:18,2022-04-03 15:57:18,,0,电动力学习题解答,俎栋林编著,清华大学出版社,电动力学,M,19,本科,3,1,1.0,机械工程学院,0.9999999900000002,0.15451977401086295
62892,205,35045,2021-01-21 18:04:53,2021-02-20 18:04:53,,0,水彩风景写生之旅,彭博工作室编著,人民邮电出版社,水彩、水粉画技法,F,19,本科,1,1,1.0,经济管理学院,0.9999999900000002,0.01968992248058963
