inter_id,user_id,book_id,借阅时间,还书时间,续借时间,续借次数,题名,作者,出版社,一级分类,二级分类,性别,DEPT,年级,类型
18905,5,11031,2021-05-08 09:00:04,2021-06-07 09:00:04,,0,工程造价法律实务:108个实务问题深度释解,张雷著,法律出版社,政治、法律,行政法,F,法学院,18,本科
20145,163,11831,2020-09-07 15:44:26,2020-10-07 15:44:26,,0,民法与生活,主编钟瑞栋,厦门大学出版社,政治、法律,婚姻法,F,人文学院,19,本科
93895,625,41685,2024-11-24 21:08:51,2024-12-24 21:08:51,2024-12-09 21:08:51,1,数学建模算法与应用习题解答.第3版,司守奎 ... [等] 编著,国防工业出版社,数理科学和化学,数理逻辑（符号逻辑）,M,信息科学与工程学院,22,本科
41155,497,28467,2023-03-15 09:16:04,2023-04-14 09:16:04,2023-03-30 09:16:04,1,不连续杀人事件,(日) 坂口安吾著,浙江文艺出版社,文学, 日本,M,信息科学与工程学院,21,本科
69699,178,39645,2022-03-18 16:29:49,2022-04-17 16:29:49,2022-04-07 16:29:49,2,数字情种:埃尔德什传,保罗·霍夫曼著,上海科技教育出版社,历史、地理, 欧洲人物传记,M,物理学院,19,本科
61809,365,52721,2024-04-15 15:02:51,2024-05-15 15:02:51,,0,C++ Primer中文版,"Stanley B. Lippman, Josée Lajoie, Barbara E. Moo著",电子工业出版社,工业技术,计算机软件,F,人文学院,20,本科
100290,1290,36553,2021-12-17 16:40:52,2022-01-16 16:40:52,2022-01-06 16:40:52,2,吉他指弹曲200首大合集,白吉兵编著,化学工业出版社,艺术,器乐曲,M,土木工程学院,19,博士
32643,365,20414,2024-04-16 09:59:31,2024-05-16 09:59:31,,0,主宰世界的人,(法) 凡尔纳著,清华大学出版社,语言、文字,语文教学,F,人文学院,20,本科
96155,806,53989,2020-12-27 17:42:20,2021-01-26 17:42:20,2021-01-16 17:42:20,2,Visual C++编程与项目开发,李英编著,华东理工大学出版社,工业技术,程序语言、算法语言,F,机械工程学院,19,硕士
39867,73,24451,2021-05-18 20:07:05,2021-06-17 20:07:05,,0,青衣,"毕飞宇,",人民文学出版社,文学,当代作品（1949年~）,F,人文学院,18,本科
61082,618,36418,2024-02-25 17:52:52,2024-03-26 17:52:52,2024-03-16 17:52:52,2,中国古代音乐简史,陈荃有编著,高等教育出版社,艺术,音乐史,M,艺术学院,22,本科
7212,301,3982,2022-06-02 20:04:24,2022-07-02 20:04:24,,0,现代性的五副面孔:现代主义、先锋派、颓废、媚俗艺术、后现代主义,(美) 马泰·卡林内斯库著,译林出版社,哲学、宗教,美学,M,人文学院,20,本科
35801,415,22593,2021-05-07 17:06:46,2021-06-06 17:06:46,,0,人性与世情:《水浒传》可以这么读,汤大友著,西南财经大学出版社,文学,各体文学评论和研究,F,经济管理学院,20,本科
4955,586,30048,2023-02-27 11:34:00,2023-03-29 11:34:00,2023-03-19 11:34:00,2,荒原狼,(德) 赫尔曼·黑塞著,上海译文出版社,文学, 东欧、中欧,M,人文学院,22,本科
92122,1399,28002,2024-04-26 12:21:44,2024-05-26 12:21:44,,0,寻觅意义,王德峰著,上海锦绣文章出版社,文学,当代作品（1949年~）,M,计算机科学与工程学院,23,博士
91598,149,51500,2022-02-15 16:13:58,2022-03-17 16:13:58,,0,"深度学习理论与实战,基础篇",李理编著,电子工业出版社,工业技术,自动推理、机器学习,M,计算机科学与工程学院,19,本科
66345,754,37441,2024-09-09 11:10:14,2024-10-09 11:10:14,,0,万古江河:中国历史文化的转折与开展,许倬云著,上海文艺出版社,历史、地理,文化史,M,信息科学与工程学院,24,本科
66604,391,5891,2023-12-18 20:14:02,2024-01-17 20:14:02,,0,SPSS统计分析与行业应用案例详解,"杨维忠, 张甜编著",清华大学出版社,社会科学总论,统计技术设备,M,经济管理学院,20,本科
67708,606,38267,2023-03-10 11:15:21,2023-04-09 11:15:21,,0,南京大屠杀史,张宪文主编,南京大学出版社,历史、地理,日本帝国主义入侵及全国抗日民主运动,M,人文学院,22,本科
37227,121,23380,2022-03-27 10:44:17,2022-04-26 10:44:17,,0,"白先勇文集.第二卷,短篇小说,台北人","白先勇,",花城出版社,文学,作品综合集,F,计算机科学与工程学院,18,本科
91254,466,51322,2023-06-16 11:54:48,2023-07-16 11:54:48,,0,深度学习全书:公式+推导+代码+TensorFlow全程案例,陈昭明著,清华大学出版社,工业技术,人工智能理论,M,自动化学院,21,本科
6169,671,3445,2024-04-30 21:02:10,2024-05-30 21:02:10,,0,The theory of moral sentiments /,"Smith, Adam,","China Social Sciences Publishing House,",哲学、宗教,伦理学(道德哲学),M,自动化学院,23,本科
95451,1322,53551,2020-10-26 15:19:46,2020-11-25 15:19:46,,0,LabVIEW技术实训,阎芳编著,机械工业出版社,工业技术,程序设计、软件工程,M,机械工程学院,20,博士
6346,940,3301,2021-04-21 14:37:22,2021-05-21 14:37:22,,0,自私的德性,(美) 安·兰德著,华夏出版社,哲学、宗教,伦理学(道德哲学),F,人文学院,20,硕士
56042,312,30471,2021-08-24 13:21:35,2021-09-23 13:21:35,,0,树上的男爵,伊塔洛·卡尔维诺,译林出版社,文学, 南欧（东南欧、西南欧）,F,数学学院,20,本科
39195,90,27112,2020-10-18 12:42:36,2020-11-17 12:42:36,,0,像神一样生活,鲍尔吉·原野著,湖南文艺出版社,文学,当代作品（1949年~）,F,人文学院,18,本科
60831,444,33813,2022-03-22 17:22:20,2022-04-21 17:22:20,,0,设计色彩,"刘晓清, 魏虹, 马艳秋编著",清华大学出版社,艺术,色彩学,F,艺术学院,21,本科
97322,1304,4822,2021-03-21 20:26:17,2021-04-20 20:26:17,2021-04-10 20:26:17,2,想象科学,陆苏拉德著,安徽师范大学出版社,哲学、宗教,心理过程与心理实践,F,计算机科学与工程学院,19,博士
71598,1100,42257,2023-04-08 14:28:36,2023-05-08 14:28:36,2023-04-28 14:28:36,2,离散数学及其应用.第2版,"屈婉玲, 耿素云, 张立昂",高等教育出版社,数理科学和化学,离散数学,M,化学化工学院,22,硕士
17548,786,10230,2020-12-25 11:13:32,2021-01-24 11:13:32,2021-01-14 11:13:32,2,核能规制与行政法体系的变革,伏创宇著,北京大学出版社,政治、法律,行政法,M,法学院,18,硕士
31700,1100,49709,2024-08-25 18:02:59,2024-09-24 18:02:59,,0,数字集成电路:电路、系统与设计:a design perspective,"(美) Jan M. Rabaey, (美) Anantha Chandrakasan, (美) Borivoje Nikolic著",电子工业出版社,工业技术,双极型,M,化学化工学院,22,硕士
21239,1331,11425,2022-11-18 15:47:41,2022-12-18 15:47:41,,0,行政法学,"王春业, 聂加龙编著",河海大学出版社,政治、法律,行政法,F,法学院,20,博士
101448,1018,7525,2023-05-05 17:27:58,2023-06-04 17:27:58,,0,公共政策分析导论,(美) 威廉·N·邓恩著,中国人民大学出版社,政治、法律,政治理论,F,艺术学院,21,硕士
28355,799,58221,2020-10-06 21:27:41,2020-11-05 21:27:41,,0,环境社会学,(加) 约翰·汉尼根著,中国人民大学出版社,环境科学、安全科学,人类、资源、能源与环境的关系,F,艺术学院,18,硕士
94500,317,53100,2023-03-27 20:39:23,2023-04-26 20:39:23,2023-04-16 20:39:23,2,精通LabVIEW,王健 ... [等] 编著,清华大学出版社,工业技术,程序设计、软件工程,M,信息科学与工程学院,20,本科
23738,1364,14874,2022-03-22 19:41:51,2022-04-21 19:41:51,2022-04-06 19:41:51,1,信息系统应用能力与企业竞争力,仲伟俊 ... [等] 著,科学出版社,经济,企业经济理论和方法,M,物理学院,22,博士
85367,1310,24397,2022-04-02 15:54:11,2022-05-02 15:54:11,2022-04-22 15:54:11,2,射雕英雄传,"金庸,",广州出版社,文学,当代作品（1949年~）,M,能源与环境学院,19,博士
46018,486,3677,2023-05-13 21:29:53,2023-06-12 21:29:53,2023-06-02 21:29:53,2,有限与无限的游戏:一个哲学家眼中的竞技世界:a vision of life as play and possibility,(美) 詹姆斯·卡斯著,电子工业出版社,哲学、宗教,人生观、人生哲学,F,经济管理学院,21,本科
22705,833,13460,2021-04-19 16:25:03,2021-05-19 16:25:03,2021-05-09 16:25:03,2,非对称风险:风险共担，应对现实世界中的不确定性:hidden asymmetries in daily life,(美) 纳西姆·尼古拉斯·塔勒布著,中信出版集团股份有限公司,经济,政治经济学,M,数学学院,19,硕士
41639,414,24334,2020-12-09 12:21:29,2021-01-08 12:21:29,,0,陈忠实小说自选集.长篇小说卷,陈忠实,长江文艺出版社,文学,当代作品（1949年~）,M,人文学院,20,本科
53488,365,30692,2022-04-18 21:06:12,2022-05-18 21:06:12,,0,哈姆雷特,(英) 威廉·莎士比亚著,中国宇航出版社,文学, 英国,F,人文学院,20,本科
94971,978,53350,2023-10-06 11:55:06,2023-11-05 11:55:06,2023-10-21 11:55:06,1,Python科学计算、数据处理与分析,"尹红丽, 赵桂新主编",人民邮电出版社,工业技术,程序设计、软件工程,M,信息科学与工程学院,21,硕士
25281,914,15093,2023-10-26 19:11:49,2023-11-25 19:11:49,2023-11-10 19:11:49,1,网络外部性产品的差异化竞争,潘小军著,上海交通大学出版社,经济,企业生产管理,M,经济管理学院,20,硕士
69891,1040,39800,2022-10-07 10:38:01,2022-11-06 10:38:01,2022-10-27 10:38:01,2,达·芬奇传,(法) 塞尔日·布朗利著,浙江大学出版社,历史、地理, 欧洲人物传记,M,信息科学与工程学院,22,硕士
33843,66,21248,2021-06-15 20:42:08,2021-07-15 20:42:08,,0,"直击考场,新日本语能力测试N1听解冲关捷径","编著崔松子, 李光赫",外语教学与研究出版社,语言、文字,日语,M,自动化学院,18,本科
102507,1006,58262,2023-09-12 20:25:31,2023-10-12 20:25:31,,0,美丽中国建设:政策解读与经验集萃,中国政策研究网编辑组编,中国言实出版社,环境科学、安全科学,环境污染及其防治,M,法学院,21,硕士
8839,74,4998,2020-10-18 19:33:52,2020-11-17 19:33:52,2020-11-02 19:33:52,1,大象与跳蚤:预见组织与个人的未来,(英) 查尔斯·汉迪著,东方出版中心,哲学、宗教,个性心理学、人格心理学,F,信息科学与工程学院,18,本科
66106,101,37308,2021-03-07 12:33:04,2021-04-06 12:33:04,,0,"古罗马的笑:演说家、弄臣和猴子:on joking, tickling, and cracking up",(英) 玛丽·比尔德著,广西师范大学出版社,历史、地理,古代罗马,M,信息科学与工程学院,18,本科
24641,1415,14607,2023-09-20 18:20:22,2023-10-20 18:20:22,,0,我国注册会计师行业监管的理论、体制与效率研究,李长爱著,武汉大学出版社,经济,会计簿记方法,M,法学院,23,博士
28547,927,31000,2021-11-16 08:30:30,2021-12-16 08:30:30,,0,夜班经理,(英) 约翰·勒卡雷著,上海人民出版社,文学, 英国,F,外国语学院,20,硕士
39271,114,24542,2020-12-18 19:23:36,2021-01-17 19:23:36,2021-01-02 19:23:36,1,昊天纪·御兽师,玄色作品,湖南人民出版社,文学,当代作品（1949年~）,F,人文学院,18,本科
61972,1231,34452,2024-04-29 17:28:50,2024-05-29 17:28:50,,0,中西美术比较.修订版,孔新苗著,山东美术出版社,艺术,绘画评论、欣赏,F,艺术学院,23,硕士
82271,1106,51533,2023-10-19 15:34:24,2023-11-18 15:34:24,,0,Introduction to statistical machine learning /,"Sugiyama, Masashi","Chian Machine Press,",工业技术,自动推理、机器学习,M,化学化工学院,22,硕士
70165,687,6135,2024-08-26 19:22:15,2024-09-25 19:22:15,2024-09-15 19:22:15,2,乡土中国,费孝通著,上海人民出版社,社会科学总论,社会结构和社会关系,M,能源与环境学院,23,本科
80749,384,45023,2023-08-24 17:31:41,2023-09-23 17:31:41,,0,数学物理方法,(德) 顾樵编著,科学出版社,数理科学和化学,物理学的数学方法,M,自动化学院,20,本科
31673,453,24159,2024-05-08 15:21:16,2024-06-07 15:21:16,2024-05-23 15:21:16,1,小团圆,张爱玲,北京十月文艺出版社,文学,现代作品（1919~1949年）,F,人文学院,21,本科
90162,1043,38054,2024-10-21 11:21:07,2024-11-20 11:21:07,2024-11-05 11:21:07,1,万历十五年,黄仁宇著,中华书局,历史、地理,南宋（1127~1279年）,M,信息科学与工程学院,22,硕士
87519,999,55414,2021-12-09 21:03:48,2022-01-08 21:03:48,,0,大型语言模型的教育应用,陈向东主编,华东师范大学出版社,工业技术,信息处理（信息加工）,M,电气工程学院,21,硕士
41128,475,25283,2022-06-19 20:15:55,2022-07-19 20:15:55,2022-07-04 20:15:55,1,神雕侠侣.第3版,金庸著,广州出版社,文学,当代作品（1949年~）,F,数学学院,21,本科
96536,48,54245,2020-01-14 14:49:03,2020-02-13 14:49:03,,0,MATLAB GUI程序设计,"王广, 邢林芳编著",清华大学出版社,工业技术,程序语言、算法语言,M,电子科学与工程学院,18,本科
91865,978,51225,2023-12-05 20:20:28,2024-01-04 20:20:28,2023-12-25 20:20:28,2,时滞系统分析、控制及诊断,"李涛, 张保勇著",科学出版社,工业技术,自动化控制理论,M,信息科学与工程学院,21,硕士
31244,1373,19375,2022-10-29 12:20:09,2022-11-28 12:20:09,,0,现代汉语语义韵的理论探索与习得研究:语料库语言学视角,李芳兰著,中央编译出版社,语言、文字,古代词汇,F,外国语学院,22,博士
76135,160,42871,2021-03-10 09:30:21,2021-04-09 09:30:21,,0,变分法及有限元,钱伟长著,科学出版社,数理科学和化学,变分法,M,物理学院,19,本科
36573,493,24488,2023-10-04 09:21:54,2023-11-03 09:21:54,2023-10-19 09:21:54,1,蛙,莫言作品,浙江文艺出版社,文学,当代作品（1949年~）,M,人文学院,21,本科
5845,586,3230,2024-08-23 20:51:15,2024-09-22 20:51:15,2024-09-07 20:51:15,1,悖论简史:哲学与心灵的迷宫:philosophy and the labyrinths of the mind,(美) 罗伊·索伦森著,九州出版社,哲学、宗教,逻辑学(论理学),M,人文学院,22,本科
6874,815,24466,2022-05-16 19:59:57,2022-06-15 19:59:57,,0,笑傲江湖.第2版,金庸,广州出版社,文学,当代作品（1949年~）,M,能源与环境学院,19,硕士
44516,1297,26706,2020-09-26 21:55:21,2020-10-26 21:55:21,,0,神君不约,准拟佳期著,天津人民出版社,文学,当代作品（1949年~）,F,物理学院,19,博士
80098,1158,44698,2024-03-15 09:55:46,2024-04-14 09:55:46,,0,多孔介质力学,王琳琳编著,石油工业出版社,数理科学和化学,粘性流体力学,M,土木工程学院,23,硕士
85624,145,48092,2021-07-05 21:23:47,2021-08-04 21:23:47,,0,结构模态分析及其损伤诊断,顾培英，邓昌，吴福生编著,东南大学出版社,工业技术,机械动力学,M,机械工程学院,19,本科
100723,1290,56968,2020-09-25 17:25:39,2020-10-25 17:25:39,,0,结构抗震性能设计理论与方法,梁兴文著,科学出版社,工业技术,抗震动结构、防灾结构,M,土木工程学院,19,博士
38028,311,22784,2023-12-14 12:27:06,2024-01-13 12:27:06,,0,唐聲詩,任中敏著,凤凰出版社,文学,各体文学评论和研究,M,人文学院,20,本科
80546,699,44947,2024-01-07 15:49:50,2024-02-06 15:49:50,,0,大学物理学.下册.第3版,主编吴王杰,高等教育出版社,数理科学和化学,物理学,M,电气工程学院,23,本科
43408,717,24856,2023-10-09 12:10:15,2023-11-08 12:10:15,2023-10-29 12:10:15,2,三体,刘慈欣著,重庆出版社,文学,当代作品（1949年~）,M,能源与环境学院,23,本科
98908,806,30020,2021-04-19 19:21:03,2021-05-19 19:21:03,2021-05-09 19:21:03,2,不能承受的生命之轻,米兰·昆德拉,上海译文出版社,文学, 东欧、中欧,F,机械工程学院,19,硕士
60269,960,33456,2022-03-25 18:04:54,2022-04-24 18:04:54,,0,艺术文化学,张伟著,中国文联出版社,艺术,艺术理论,M,艺术学院,20,硕士
59792,648,33170,2023-11-29 15:42:30,2023-12-29 15:42:30,2023-12-14 15:42:30,1,沙之书,(阿根廷) 豪尔赫·路易斯·博尔赫斯著,上海译文出版社,文学, 非洲文学,F,艺术学院,22,本科
95310,851,53229,2021-10-26 10:49:56,2021-11-25 10:49:56,,0,Python GUI设计:tkinter菜鸟编程,洪锦魁著,清华大学出版社,工业技术,程序设计、软件工程,M,电气工程学院,19,硕士
67071,168,37924,2022-03-18 11:23:13,2022-04-17 11:23:13,,0,唐宋史論叢.再版,孫國棟著,上海古籍出版社,历史、地理,隋、唐至清前期（581~1840年）,F,人文学院,19,本科
83164,1445,46369,2024-09-28 13:57:12,2024-10-28 13:57:12,2024-10-18 13:57:12,2,岩石物理与本构理论,"席道瑛, 徐松林编著",中国科学技术大学出版社,天文学、地球科学,岩石物理与岩石化学,M,土木工程学院,24,博士
69631,447,6148,2023-02-25 17:59:16,2023-03-27 17:59:16,,0,乌合之众,(法) 古斯塔夫·勒庞著,吉林出版集团股份有限公司,社会科学总论,社会结构和社会关系,F,艺术学院,21,本科
13005,339,7403,2023-03-27 18:15:50,2023-04-26 18:15:50,2023-04-16 18:15:50,2,Homo academicus /,"Bourdieu, Pierre,",Polity Press in association with Basil,社会科学总论,管理组织学,F,人文学院,20,本科
21458,157,12709,2021-11-13 20:44:13,2021-12-13 20:44:13,2021-11-28 20:44:13,1,公司法的理念,(日) 神田秀树著,法律出版社,政治、法律,各国法律,F,人文学院,19,本科
41549,348,24728,2023-12-17 21:53:02,2024-01-16 21:53:02,2024-01-06 21:53:02,2,秋园,杨本芬著,北京联合出版公司,文学,当代作品（1949年~）,F,物理学院,20,本科
41916,495,27816,2023-11-09 21:58:11,2023-12-09 21:58:11,,0,我想做一个能在你葬礼上描述你一生的人,贾平凹等著,台海出版社,文学,当代作品（1949年~）,M,人文学院,21,本科
82291,1271,42009,2024-02-24 17:20:29,2024-03-25 17:20:29,2024-03-15 17:20:29,2,线性代数.第3版,主编刘剑平,华东理工大学出版社,数理科学和化学,代数方程论、线性代数,M,能源与环境学院,18,博士
3532,284,31624,2023-09-04 15:36:20,2023-10-04 15:36:20,,0,鼠疫,(法) 加缪著,中国宇航出版社,文学, 法国,F,人文学院,20,本科
20566,1331,12108,2024-10-06 19:19:50,2024-11-05 19:19:50,,0,中国人格权法研究,杨立新著,中国人民大学出版社,政治、法律,婚姻法,F,法学院,20,博士
45670,371,27528,2022-05-29 16:51:27,2022-06-28 16:51:27,,0,昆明的雨,汪曾祺著,云南人民出版社,文学,当代作品（1949年~）,M,自动化学院,20,本科
72428,544,41365,2022-04-30 18:20:34,2022-05-30 18:20:34,,0,546个早期俄罗斯大学生数学竞赛题,刘培杰数学工作室编译,哈尔滨工业大学出版社,数理科学和化学,高等数学,M,信息科学与工程学院,21,本科
64804,957,36410,2020-11-28 12:56:43,2020-12-28 12:56:43,2020-12-13 12:56:43,1,中国音乐史,王光祈著,安徽人民出版社,艺术,音乐史,F,艺术学院,20,硕士
63047,433,30796,2023-03-23 12:06:54,2023-04-22 12:06:54,,0,无人生还,(英) 阿加莎·克里斯蒂著,上海译文出版社,文学, 英国,F,经济管理学院,21,本科
76042,831,42836,2020-11-29 12:03:32,2020-12-29 12:03:32,2020-12-14 12:03:32,1,常微分方程,张祥编著,科学出版社,数理科学和化学,微分方程、积分方程,F,数学学院,19,硕士
102075,893,28398,2022-11-25 16:36:09,2022-12-25 16:36:09,2022-12-10 16:36:09,1,心,夏目漱石著,上海译文出版社,文学, 日本,M,机械工程学院,20,硕士
59882,153,33236,2021-12-28 15:18:38,2022-01-27 15:18:38,,0,触摸艺术:an art critic's travel journal,段炼著,上海书店出版社,艺术,艺术,F,艺术学院,19,本科
81355,1393,45334,2024-04-23 10:30:52,2024-05-23 10:30:52,2024-05-08 10:30:52,1,水声学:声呐分析、设计与性能,(美) Richard P. Hodges著,海洋出版社,数理科学和化学,水声学,M,信息科学与工程学院,23,博士
9280,243,5278,2022-01-09 20:03:59,2022-02-08 20:03:59,,0,应用心理学.第2版,主编朱宝荣,清华大学出版社,哲学、宗教,应用心理学,M,能源与环境学院,19,本科
75878,70,42749,2022-04-17 12:12:35,2022-05-17 12:12:35,2022-05-02 12:12:35,1,常微分方程定性与稳定性方法.第2版,"马知恩, 周义仓, 李承治编著",科学出版社,数理科学和化学,微分方程、积分方程,F,数学学院,18,本科
13691,1299,7707,2020-12-16 19:27:30,2021-01-15 19:27:30,,0,数字政府:技术与公共领域绩效:technology and public sector performance,(美) 达雷尔·韦斯特著,科学出版社,政治、法律,国家行政管理,M,法学院,19,博士
26479,183,15969,2023-04-16 21:36:57,2023-05-16 21:36:57,,0,网络口碑研究,张玥著,南京大学出版社,经济,经纪人,F,经济管理学院,19,本科
70775,618,40346,2024-03-06 16:22:13,2024-04-05 16:22:13,2024-03-26 16:22:13,2,民俗学概论.第2版,钟敬文主编,高等教育出版社,历史、地理,中国风俗习惯,M,艺术学院,22,本科
30532,875,18806,2020-01-09 15:33:54,2020-02-08 15:33:54,,0,多模态话语分析理论与外语教学,张德禄等著,高等教育出版社,语言、文字,语言学,F,人文学院,19,硕士
34344,1225,21543,2024-08-08 13:21:08,2024-09-07 13:21:08,,0,跨媒介叙事,(美) 玛丽-劳尔·瑞安编,四川大学出版社,文学,文学语言,F,艺术学院,23,硕士
80362,496,47507,2022-05-26 16:55:02,2022-06-25 16:55:02,2022-06-10 16:55:02,1,材料力学学习指导与习题精解,主编杨震，韩志型，李朗,重庆大学出版社,工业技术,工程材料力学（材料强弱学）,M,能源与环境学院,21,本科
88317,997,49657,2023-02-22 17:02:03,2023-03-24 17:02:03,2023-03-14 17:02:03,2,PCB电流与信号完整性设计,(美) 道格拉斯·布鲁克斯著,机械工业出版社,工业技术,印刷电路,M,电气工程学院,21,硕士
70661,1309,44378,2021-04-24 16:55:51,2021-05-24 16:55:51,2021-05-09 16:55:51,1,Matlab/Simulink动力学系统建模与仿真,黎明安编著,国防工业出版社,数理科学和化学,动力学,F,艺术学院,19,博士
3691,658,2027,2024-04-30 18:58:56,2024-05-30 18:58:56,2024-05-20 18:58:56,2,沉思录,(古罗马) 马可·奥勒留著,上海译文出版社,哲学、宗教,古代哲学(欧洲),M,数学学院,22,本科
57664,143,32468,2022-10-21 17:04:12,2022-11-20 17:04:12,,0,美国生态文学,夏光武著,学林出版社,文学, 北美洲,F,外国语学院,19,本科
61011,444,33887,2024-06-23 20:29:32,2024-07-23 20:29:32,,0,图像学研究:文艺复兴时期艺术的人文主题:humanistic themes in the art of the renaissance,(美) 欧文·潘诺夫斯基著,上海三联书店,艺术,艺术史、艺术思想史,F,艺术学院,21,本科
46876,1317,30640,2024-05-10 16:30:14,2024-06-09 16:30:14,,0,东方快车谋杀案,(英) 阿加莎·克里斯蒂著,新星出版社,文学, 英国,F,数学学院,20,博士
4237,320,2238,2023-12-07 08:31:04,2024-01-06 08:31:04,,0,在康德与黑格尔之间:德国观念论讲座,(德) 迪特·亨利希著,商务印书馆,哲学、宗教,德国哲学,F,人文学院,20,本科
22055,1202,13043,2024-02-21 17:53:16,2024-03-22 17:53:16,2024-03-07 17:53:16,1,国际经济法.第2版,《国际经济法》编写组,高等教育出版社,政治、法律,国际经济法,M,法学院,23,硕士
61697,965,22669,2022-03-08 13:16:58,2022-04-07 13:16:58,2022-03-23 13:16:58,1,人间词话精编,(清) 王国维著,中国华侨出版社,文学,各体文学评论和研究,F,艺术学院,20,硕士
7094,218,3943,2022-12-18 16:46:50,2023-01-17 16:46:50,,0,美的历史,(意大利) 翁贝托·艾柯编著,中央编译出版社,哲学、宗教,美学,M,机械工程学院,19,本科
95581,838,3461,2021-06-11 20:19:21,2021-07-11 20:19:21,,0,工程伦理学,主编张永强,北京理工大学出版社,哲学、宗教,伦理学(道德哲学),M,计算机科学与工程学院,19,硕士
54962,1039,31369,2023-08-15 14:21:42,2023-09-14 14:21:42,2023-08-30 14:21:42,1,马戏团之夜,(英) 安吉拉·卡特著,南京大学出版社,文学, 英国,F,信息科学与工程学院,22,硕士
67724,706,38262,2024-08-20 16:09:04,2024-09-19 16:09:04,,0,南京大屠杀:第二次世界大战中被遗忘的大浩劫:the forgotten holocaust of world war Ⅱ,(美) 张纯如著,中信出版社,历史、地理,日本帝国主义入侵及全国抗日民主运动,M,能源与环境学院,23,本科
18999,7,11106,2021-05-11 18:34:04,2021-06-10 18:34:04,,0,反就业歧视的机制与原理,主编刘小楠,法律出版社,政治、法律,行政法,F,法学院,18,本科
10342,59,5938,2020-09-13 17:46:22,2020-10-13 17:46:22,,0,西方社会学理论教程,侯钧生主编,南开大学出版社,社会科学总论,社会学,F,能源与环境学院,18,本科
19331,1205,11343,2024-12-03 17:51:01,2025-01-02 17:51:01,,0,政府购买服务的行政法规制研究,邢鸿飞著,法律出版社,政治、法律,行政法,F,法学院,23,硕士
55554,1288,31428,2021-04-12 20:19:38,2021-05-12 20:19:38,2021-05-02 20:19:38,2,毛姆短篇小说选.I,(英) 萨默塞特·毛姆著,人民文学出版社,文学, 英国,M,信息科学与工程学院,19,博士
61593,1284,34101,2020-05-26 15:10:05,2020-06-25 15:10:05,,0,中国艺术精神,徐复观著,华东师范大学出版社,艺术,方针政策及其阐述,F,艺术学院,19,博士
84889,1055,56929,2023-09-17 21:17:19,2023-10-17 21:17:19,2023-10-07 21:17:19,2,基于形状记忆合金的自复位抗震钢结构:材料、构件与体系,"王伟, 方成著",中国建筑工业出版社,工业技术,抗震动结构、防灾结构,M,土木工程学院,22,硕士
53295,182,42580,2020-09-21 11:14:41,2020-10-21 11:14:41,2020-10-06 11:14:41,1,实变函数解题指南,周民强编著,北京大学出版社,数理科学和化学,函数论,M,物理学院,19,本科
13965,877,30649,2020-12-12 09:52:13,2021-01-11 09:52:13,2020-12-27 09:52:13,1,美丽新世界,(英)阿道司·赫胥黎著,九州出版社,文学, 英国,F,人文学院,19,硕士
58444,470,26910,2024-03-25 21:11:20,2024-04-24 21:11:20,2024-04-09 21:11:20,1,浮生六记,(清) 沈复著,中国华侨出版社,文学,散文,M,经济管理学院,21,本科
24293,391,14379,2023-02-16 18:51:40,2023-03-18 18:51:40,,0,计量经济学导论,杰弗里·M·伍德里奇著,中国人民大学出版社,经济,经济数学方法,M,经济管理学院,20,本科
53796,245,30940,2022-09-19 17:22:37,2022-10-19 17:22:37,2022-10-04 17:22:37,1,鸽群中的猫,(英) 阿加莎·克里斯蒂著,新星出版社,文学, 英国,M,信息科学与工程学院,19,本科
50501,784,29664,2021-04-20 08:44:28,2021-05-20 08:44:28,2021-05-05 08:44:28,1,伊斯坦布尔:一座城市的记忆,(土耳其) 奥尔罕·帕慕克,上海人民出版社,文学, 西亚,F,化学化工学院,18,硕士
65315,241,36789,2023-05-31 17:35:56,2023-06-30 17:35:56,,0,视觉隐喻:拉康主体理论与电影凝视研究,曾胜著,中国社会科学出版社,艺术,电影、电视艺术理论的基本问题,M,信息科学与工程学院,19,本科
54148,420,31163,2024-01-05 18:05:52,2024-02-04 18:05:52,2024-01-25 18:05:52,2,时间机器,(英) 郝伯特·乔治·威尔斯作品,江苏凤凰文艺出版社,文学, 英国,M,外国语学院,20,本科
89447,1421,30713,2024-11-19 12:26:51,2024-12-19 12:26:51,2024-12-04 12:26:51,1,双城记,(英) 查尔斯·狄更斯著,湖南文艺出版社,文学, 英国,M,机械工程学院,23,博士
31589,948,19626,2022-11-21 19:25:46,2022-12-21 19:25:46,,0,"汉语口语速成,基础篇,Elementary.第3版",马箭飞主编,北京大学出版社,语言、文字,对外汉语教学,F,人文学院,20,硕士
10061,108,5836,2020-12-14 12:44:53,2021-01-13 12:44:53,,0,SPSS 21.0行业统计分析与应用,"张慈, 薛晓光, 王大永编著",清华大学出版社,社会科学总论,统计技术设备,M,人文学院,18,本科
61679,955,34262,2021-04-14 16:11:20,2021-05-14 16:11:20,,0,欧洲17世纪美术,李春著,中国人民大学出版社,艺术, 欧洲艺术,F,艺术学院,20,硕士
80742,344,45049,2022-02-22 20:26:20,2022-03-24 20:26:20,,0,数学物理方法讲义,"杨明, 石佩虎编",东南大学出版社,数理科学和化学,物理学的数学方法,F,信息科学与工程学院,20,本科
